id,name,salary_from,salary_to,salary_currency,experience,schedule,employment,description,requirements,responsibility,skills,published_at
121998888,Data Scientist в VK Predict,,,,Более 6 лет,Полный день,Полная занятость,"<p>Мы создаём продукты и сервисы для клиентов на основе предиктивных моделей с использованием методов машинного обучения и собственной платформы обработки больших данных.</p> <h2><strong>Задачи</strong></h2> <ul> <li>Готовить ad hoc по существующим моделям и сервисам</li> <li>Разрабатывать модели машинного обучения на новых данных</li> <li>Изучать и обрабатывать данные из разных источников</li> <li>Внедрять регулярный расчёт новых признаков, улучшать мониторинг качества данных</li> <li>Генерировать и проверять гипотезы по улучшению моделей — текущих и будущих</li> <li>Развивать инфраструктуру существующих сервисов</li> <li>Писать продуктивизируемые пайплайны скриптов (не просто Jupyter Notebook) для внедрения моделей, признаков, а также для создания и поддержки функционирования новых продуктов</li> </ul> <h2><strong>Требования</strong></h2> <ul> <li>Высшее техническое образование по IT-профилю либо экономическое образование с повышением квалификации в MADE VK, ШАД и на других специализированных курсах</li> <li>Релевантный коммерческий опыт от двух лет</li> <li>Умение разрабатывать пайплайны для обработки данных с Python и PySpark</li> <li>Желание расти в ML и DS, а также развивать инфраструктуру development и production</li> <li>Глубокое знание классического машинного обучения</li> <li>Сильная математическая подготовка (особенно в теорвере и статистике), понимание математической базы ML-алгоритмов</li> <li>Уверенное программирование на Python — использование ООП и библиотек NumPy, Pandas, Sklearn, LightGBM, CatBoost, PySpark</li> <li>Знание SQL и основ баз данных</li> </ul> <h2><strong>Будет плюсом</strong></h2> <ul> <li>Опыт в задачах DE или MLE</li> <li>Опыт работы с PySpark, Hadoop</li> <li>Умение писать bash-скрипты, понимание возможностей командной строки Unix-подобных систем</li> <li>Опыт обработки текстовых данных и последовательностей</li> <li>Знание фреймворка Luigi</li> </ul>",,,"['SQL', 'Python', 'Numpy', 'pandas', 'LightGBM', 'CatBoost', 'PySpark', 'Hadoop']",2025-06-24T15:16:05+0300
122094775,ML Engineer / Data Scientist (Search & Recommendations),,,,Более 6 лет,Полный день,Полная занятость,"<p><strong>Wisebits — международный IT-холдинг с сильной технической командой!</strong><br />Наш ключевой продукт — высоконагруженный видеохостинг, которым ежедневно пользуются миллионы людей по всему миру. Более чем за 15 лет на рынке мы сформировали профессиональную команду, где ценятся вовлечённость и инициативность.<br />Если хочешь работать с high-load продуктом и иметь возможность влиять на его развитие — присоединяйся к нам!</p> <p> </p> <p><strong>Чем предстоит заниматься:</strong></p> <ul> <li>Разрабатывать рекомендательные системы: user-item, item-item, кросс-платформенные рекомендации;</li> <li>Исследовать и внедрять стратегии exploration-exploitation;</li> <li>Оптимизировать выдачу на страницах категорий, каналов и тегов;</li> <li>Строить text-to-video поиск: семантический поиск, embedding-модели, ранжирование;</li> <li>Адаптировать и оптимизировать модели под высокую нагрузку — десятки тысяч RPS.</li> </ul> <p><strong>Наш стек:</strong></p> <ul> <li>Языки и библиотеки: Python, PyTorch, LightGBM, Numpy, Pandas, Polars, CuDF, CuPy</li> <li>Инфраструктура и деплой: Kubernetes, Docker, Airflow, Triton Inference Server</li> <li>Хранилища данных: ClickHouse, MySQL</li> </ul> <p><strong>Что мы ожидаем от тебя:</strong></p> <ul> <li>Опыт работы с рекомендательными системами, поиском или смежными задачами от 2 лет;</li> <li>Уверенные знания Python и ML-фреймворков (PyTorch, LightGBM и др.)</li> <li>Опыт внедрения моделей в продакшн;</li> <li>Понимание принципов оффлайн- и онлайн-оценки моделей.</li> </ul> <p><strong>Что мы предлагаем:</strong></p> <ul> <li>Работа над ML-продуктом с миллионами пользователей и живыми метриками;</li> <li>Компактная команда, каждый инженер влияет на продукт и может развивать экспертизу сразу в нескольких направлениях;</li> <li>Опытные коллеги, с которыми интересно дискутировать, совместно размышлять и запускать новые проекты и фичи;</li> <li>Простая структура — минимум бюрократии, максимум ответственности;</li> <li>Стабильная зарплата, ежегодный рейз и премии;</li> <li>Бонусы: медстраховка, налоговая компенсация, обучение, техника, курсы языков;</li> <li>Релокация на Кипр: визовая поддержка, оплата переезда, билеты и первый месяц жилья;</li> <li>Гибкий график, комфортная атмосфера и поддержка команды.</li> </ul>",,,"['Python', 'State-of-the-Art in Machine Learning', 'PyTorch', 'TensorFlow', 'Hugging Face', 'Clickhouse', 'MySQL', 'MongoDB', 'Математическая статистика']",2025-06-26T12:28:03+0300
122049479,"Middle Data Scientist в МТС Музыку [Big Data, МТС Веб Сервисы]",,,,От 1 года до 3 лет,Полный день,Полная занятость,"<p><strong>BIG DATA МТС</strong> – место, где телеком данные превращаются в реально работающие IT-продукты. Мы создали и протестировали несколько десятков сервисов. Самые успешные из них уже стали частью экосистемы МТС. Например, МТС Маркетолог, рекомендации в KION (МТС ТВ), услуга “Кто звонит?” или Спам blacklist.</p> <p><strong>КОГО МЫ ИЩЕМ?</strong></p> <p><strong>MIDDLE DATA SCIENTIST В ПРОДУКТ МТС МУЗЫКА</strong></p> <p><strong>ОПИСАНИЕ ПРОДУКТА</strong></p> <p>Наша команда — часть Рекомендательной платформы, разрабатывающей универсальные решения для рекомендаций в продуктах экосистемы МТС. Мы используем современные SOTA архитектуры и современный стек технологий для создания как рантайм, так и оффлайн рекомендаций.</p> <p><strong>ЧЕМ ПРЕДСТОИТ ЗАНИМАТЬСЯ</strong></p> <ul> <li>Построение рекомендательных систем</li> <li>Выкатка решений в прод</li> <li>Поддержка работоспособности рекомендательных систем</li> </ul> <p><strong>ЧТО НУЖНО ДЛЯ ЭТОЙ РАБОТЫ</strong></p> <ul> <li>Уверенные теоретические знания ML</li> <li>Опыт работы с рекомендательными системами или языковыми моделями от 2 лет</li> <li>Сильный Рython</li> <li>Опыт выкатки моделей в прод с оффлайн или рантайм инференсом</li> </ul> <p><strong>БУДЕТ ПЛЮСОМ</strong></p> <ul> <li>Уверенное знание Spark, опыт работы с большими данными</li> <li>Опыт работы с шедулерами (airflow или любой другой)</li> </ul> <p><strong>ЧТО ПРЕДЛАГАЕМ</strong></p> <ul> <li>Работу в современной надёжной цифровой компании</li> <li>Достойную заработную плату</li> <li>Agile-культуру: продуктовые команды, Scrum и Kanban, демо-дни, внутренние митапы и таунхоллы</li> <li>Доступ к корпоративной библиотеке Alpina, корпоративному университету МТС и программам развития</li> <li>Отсутствие дресс-кода, гибкий формат работы</li> <li>Комфортный и стильный офис в двух минутах от м. Технопарк</li> <li>Корпоративное кафе «Мечта» и отличный кофе на первом этаже БЦ</li> <li>Специальный тариф на мобильную связь для тебя и близких</li> <li>Предложения от партнёров банка и МТС</li> <li>Заботу о тебе и твоей семье: ДМС со стоматологией, сессиями с психологом и госпитализацией. К ДМС можно подключить детей и родственников. А ещё доступ к телемедицине BestDoctor</li> <li>Поддержку сотрудников: программа материальной помощи в различных жизненных ситуациях</li> </ul> <p> </p>",,,"['Python', 'PySpark', 'PyTorch', 'Apache Airflow', 'CatBoost']",2025-06-25T12:21:19+0300
122114722,Senior Data Scientist/ML Engineer,,,,От 3 до 6 лет,Полный день,Полная занятость,"<div> <p><strong>Технологии с которыми работаем:</strong> классический ML (CatBoost, XGBoost, PyTorch и т.д.), NLP</p> </div> <div> <p><strong>Чем предстоит заниматься:</strong></p> <ul> <li>feature engineering для модели рекомендаций и матчинга;</li> <li>поиском неочевидных подходов к решению задач матчинга и подбора аналогов (готовность пробовать новые подходы и не зацикливаться на бустингах);</li> <li>внедрением ML-моделей в рабочие процессы взаимодействие с бизнесом;</li> </ul> </div> <div> <p><strong>Пожелания к твоему опыту:</strong></p> </div> <ul> <li>опыт работы в области машинного обучения от 5 лет;</li> <li>опыт работы с NLP и рекомендательными системами;</li> <li>хорошо владеете математическим аппаратом (теория вероятностей, математическая статистика, линейная алгебра, вычислительная математика);</li> <li>уверенные знания Python3, Pytest, алгоритмов и структур данных;</li> <li>понимаете как устроены основные ML-алгоритмы (от линейной регрессии до трансформеров);</li> <li>хорошо владеете Pandas, CatBoost, PyTorch;</li> <li>опыт работы с SQL.</li> </ul> <div> <p><strong>Будет плюсом:</strong></p> </div> <ul> <li>успешное участие в соревнованиях по машинному обучению;</li> <li>опыт с Big Data стеком (Spark, Hive, MLFlow, AirFlow, Kafka);</li> <li>опыт работы с системами рекомендаций и / или NLP;</li> <li>опыт в проведении А/Б тестов;</li> <li>держите руку на пульсе и интересуетесь, что же происходит в ML-мире (интерес к SOTA-подходам к табличным данным, и есть представление о GNN).</li> </ul>",,,"['Spark', 'Hive', 'MLflow', 'ML', 'AirFlow', 'MLOps', 'Forecasting']",2025-06-26T18:53:24+0300
121071193,"Старший Data Scientist, RND проекты поиска",,,,От 3 до 6 лет,Полный день,Полная занятость,"<p>Привет! Это команда Research-проектов поиска Ozon</p> <p>Мы работаем над инновационными DS-задачами, которые напрямую влияют на качество поисковой выдачи и пользовательский опыт миллионов клиентов. Направление поиска возглавляет Игорь Кураленок, в прошлом руководитель отдела оценки качества поиска Yandex, R&amp;D лаборатории в Huawei и автор десятков научных пейперов про поиск, ML и распределенные вычисления.</p> <p>Мы решаем сложные и интересные задачи на стыке машинного обучения, аналитики и бизнеса, вот пример основных проектов на ближайший период:</p> <ul> <li> <p>Разработка системы агрегации статистики по &quot;реальным&quot; товарам — создаем интеллектуальные алгоритмы для сбора и анализа данных, которые становятся ключевыми фичами в основной модели ранжирования поиска Ozon.</p> </li> <li> <p>Аналитика продвижения новых товаров — применяем Look-alike моделирование для прогнозирования успешности новинок и выявления факторов, влияющих на их продвижение.</p> </li> <li> <p>Построение системы поиска товаров-конкурентов — разрабатываем алгоритмы кластеризации для формирования групп схожих конкурирующих товаров, что помогает улучшать релевантность поисковой выдачи.</p> </li> </ul> <p>Сейчас мы ищем старшего Data Scientist.</p> <p>Почему стоит присоединиться к нам:</p> <ul> <li>Проекты с реальным impact — ваша работа будет напрямую влиять на алгоритм ранжирования и, как следствие, на ключевые метрики бизнеса и пользовательский опыт.</li> <li>Глубокое погружение в сложные задачи — никакой операционки, только интересные проекты, требующие глубокой экспертизы и творческого подхода.</li> <li>Сильная команда и развитая инфраструктура — работа с опытными коллегами в условиях современной технологической экосистемы, где можно быстро внедрять решения в PROD и наблюдать результаты своей работы.</li> </ul> <p><strong>Наш стек:</strong></p> <ul> <li>Python, PySpark, ClickHouse, Airflow, MLflow, DVC.</li> </ul> <p><strong>Вы будете</strong><strong>:</strong></p> <ul> <li> <p>Разрабатывать и внедрять ML-модели для решения задач агрегации статистики по товарам, анализа новинок и поиска конкурентов.</p> </li> <li>Работать с данными на всех этапах: от исследования до автоматизации пайплайнов расчета датасетов на PySpark.</li> <li>Подбирать ML-решения для бизнес-задач, планировать и проводить офлайн и онлайн-эксперименты (А/Б тесты).</li> </ul> <p><strong>Нам важно</strong><strong>:</strong></p> <ul> <li>Опыт работы в Data Science от 3х лет.</li> <li>Глубокие знания теории вероятностей и машинного обучения.</li> <li>Сильные навыки Python.</li> <li>Опыт работы с Hadoop-стеком и большими данными.</li> </ul> <p><strong>Работа в Ozon Tech — это:</strong></p> <ul> <li>Люди, которым не всё равно — ценим инициативу и самостоятельность, доверяем друг другу и даём свободу в принятии решений;</li> <li>Открытая культура — мы учимся на ошибках и фокусируемся на решении проблем, а не на поиске виноватых;</li> <li>Сильная команда, которой мы гордимся — обсуждаем идеи, обмениваемся экспертизой, просим совета и поддерживаем друг друга;</li> <li>Современный стэк и развитая инженерная культура — реализуем амбициозные проекты и создаём решения, которых ещё нет на рынке.</li> </ul>",,,"['IT', 'поиск', 'Python', 'ML', 'Hadoop', 'Spark', 'MLflow', 'Разработка поисковых технологий']",2025-06-27T10:49:06+0300
122048082,"Middle/Senior Data Scientist в Dynamic Pricing Platform [Big Data, МТС Веб Сервисы]",,,,От 3 до 6 лет,Полный день,Полная занятость,"<p><strong>BIG DATA МТС</strong> – место, где телеком данные превращаются в реально работающие IT-продукты. Мы создали и протестировали несколько десятков сервисов. Самые успешные из них уже стали частью экосистемы МТС. Например, МТС Маркетолог, рекомендации в KION (МТС ТВ), услуга “Кто звонит?” или Спам blacklist.</p> <p><strong>КОГО МЫ ИЩЕМ?</strong></p> <p><strong>MIDDLE+/SENIOR DATA SCIENTIST В ПРОДУКТ DYNAMIC PRICING </strong></p> <p><strong>ОПИСАНИЕ ПРОДУКТА</strong></p> <p>Наша команда занимается созданием комплексного решения, которое позволяет гибко управлять ценами товаров/услуг/подписок в зависимости от профиля клиента/характеристик товара для достижения различных бизнес-целей. В рамках продукта предстоит не только строить точные ценовые модели, но и встраивать их в операционные процессы компании.</p> <p><strong>ЧЕМ ПРЕДСТОИТ ЗАНИМАТЬСЯ</strong></p> <ul> <li>Исследовать наборы сырых данных для поиска нужных фичей</li> <li>Строить модели персонализации параметров предложения (look-alike, mulitclass) для абонентов b2c на всех этапах их жизненного цикла: привлечение, адаптация развитие, работа с оттоком</li> <li>Строить классические модели спроса и response-модели</li> <li>Оценивать эластичность спроса и подбирать оптимальную цену для достижения различных бизнес целей компании</li> <li>Выполнять сегментацию пользователей и товаров для различных задач</li> <li>Поддерживать текущие решения на продукте, сопровождать постановки на регламент процессов в airflow и A/B-тесты моделей</li> </ul> <p><strong>ЧТО НУЖНО ДЛЯ ЭТОЙ РАБОТЫ</strong></p> <ul> <li>Глубокое понимание статистических подходов и методов (регрессия, свойства распределений, оценка максимального правдоподобия, проверка гипотез и их правильное использование), опыт их применения</li> <li>Коммерческий опыт применения классических алгоритмов машинного обучения (LR, RF, XGBoost/LGBM/CatBoost), их калибровки, понимание преимуществ, недостатков и ограничений</li> <li>Хороший уровень sql</li> <li>Опыт проведения A/B тестов</li> </ul> <p><strong>БУДЕТ ПЛЮСОМ</strong></p> <ul> <li>Опыт работы с методами оптимизации и временными рядами</li> <li>Опыт работы с big data стеком (hadoop, spark, airflow)</li> <li>Опыт работы в телекоме</li> </ul> <p><strong>ЧТО ПРЕДЛАГАЕМ</strong></p> <ul> <li>Работу в современной надёжной цифровой компании</li> <li>Достойную заработную плату</li> <li>Agile-культуру: продуктовые команды, Scrum и Kanban, демо-дни, внутренние митапы и таунхоллы</li> <li>Доступ к корпоративной библиотеке Alpina, корпоративному университету МТС и программам развития</li> <li>Отсутствие дресс-кода, гибкий формат работы</li> <li>Комфортный и стильный офис в двух минутах от м. Технопарк</li> <li>Корпоративное кафе «Мечта» и отличный кофе на первом этаже БЦ</li> <li>Специальный тариф на мобильную связь для тебя и близких</li> <li>Предложения от партнёров банка и МТС</li> <li>Заботу о тебе и твоей семье: ДМС со стоматологией, сессиями с психологом и госпитализацией. К ДМС можно подключить детей и родственников. А ещё доступ к телемедицине BestDoctor</li> <li>Поддержку сотрудников: программа материальной помощи в различных жизненных ситуациях</li> </ul>",,,"['Apache Airflow', 'Hadoop', 'CatBoost', 'lgbm', 'Spark']",2025-06-25T12:06:41+0300
121972027,Data Scientist (Автоклассификация),,,,От 1 года до 3 лет,Полный день,Полная занятость,"<p>Наша команда занимается развитием продукта «Автоклассификация», результаты работы которого использует весь блок КИБ Сбера. В центре продукта – ML-модель, обученная на сотнях тысяч диалогов клиентов с операторами, которая в online-режиме определяет вопрос клиента. Таким образом, мы помогаем кластеризовать весь поток обратной связи от клиентов и направить его точно в нужные команды для улучшения продуктов Сбера и создания AI-агентов на технологии GenAI, которые помогают операторам быстрее решить вопрос.</p><h3><strong>Обязанности</strong></h3> <ul> <li>Выстраивать стратегии по DS-части продукта</li> <li>Развивать архитектуры ML-модели продукта</li> <li>Определять требования к перечню, объему и качеству данных, необходимых для решения бизнес-задачи</li> <li>Формировать предложения по решению бизнес-задач аналитическими способами/методами</li> <li>Внедрять успешные гипотезы/модели в промышленную эксплуатацию</li> <li>Анализ и поиск точек роста, отслеживание и измерение прогресса по DS-части продукта</li> <li>Активное участие во всех этапах жизненного цикла моделей (постановка задачи, сбор данных, разработка модели, валидация, пилотирование/внедрение, мониторинг).</li> </ul><h3><strong>Требования</strong></h3> <ul> <li>Опыт разработки и вывода ML сервисов в production</li> <li>Опыт работы с нейросетевыми фреймворками и NLP моделями (tensorflow / pytorch / transformers / natasha / pymorphy)</li> <li>Опыт работы с генеративными нейронными сетями, создание решений на базе GPT-моделей</li> <li>Знание Python (стандартный стек для DS задач), SQL, PySpark</li> <li>Уверенное понимание принципов работы алгоритмов машинного обучения, теории вероятности, статистики и метрик измерения эффективности алгоритмов</li> <li>Инструментальное владение AI для анализа, генерации и автоматизации.</li> </ul><h3><strong>Условия</strong></h3> <ul> <li>Формат работы - офис (ст.м.Кутузовская)</li> <li>Ежегодный пересмотр зарплаты и годовая премия</li> <li>Корпоративный спортзал и зоны отдыха</li> <li>Более 400 образовательных программ СберУниверситета для профессионального и карьерного развития</li> <li>Гибкий дисконт по ипотечному кредиту, равный 1/3 ключевой ставки ЦБ</li> <li>Расширенный ДМС, льготное страхование для семьи и корпоративная пенсионная программа</li> <li>Бесплатная подписка СберПрайм+, скидки на продукты компаний-партнеров</li> <li>Вознаграждение за рекомендацию друзей в команду Сбера.</li> </ul>",,,[],2025-06-23T17:55:00+0300
122022891,Исследователь данных (Data Scientist),,,,От 3 до 6 лет,Полный день,Полная занятость,"<p>То, что многие компании считают своим прибыльным активом, зачастую является скрытым корнем финансовых проблем. Задача департамента по работе с проблемными активами – вовремя выявить трудности у клиентов и помочь преодолеть их. Используя передовые модели машинного обучения и искусственного интеллекта, мы создаем AI-профили клиентов, которые помогают сотрудникам быстрее разобраться в кейсе и выбрать наилучшую стратегию взаимодействия. Текущий вектор нашего развития ориентирован на автоматизацию рутинных процессов с применением технологий искусственного интеллекта и машинного обучения, а также разработку внутренних инструментов для более точной оценки клиентов и ускоренного принятия решений.</p><h3><strong>Обязанности</strong></h3> <ul> <li>Создание AI-агентов на базе LLM для оптимизации рутинных процессов</li> <li>Оптимизация документальной работы</li> <li>Речевая и текстовая аналитика взаимодействия с клиентом</li> <li>Выявление сущностей для автоматизации внутренних процессов</li> <li>Качественная суммаризация текста для конкретных прикладных задач.</li> </ul> <p>Разработка и внедрение ML/AI-моделей:</p> <ul> <li>Оценки и прогноза финансового анализа клиента</li> <li>Антифрод и выявления мошенничества</li> <li>Скоринг клиентов</li> <li>Прогнозирование дефолта по обязательствам</li> <li>Графовый анализ компаний, их руководителей и бенефициаров</li> <li>Анализ новостного контента и других источников информации о клиентах.</li> </ul><h3><strong>Требования</strong></h3> <ul> <li>Опыт работы 2+ года в традиционных направлениях машинного обучения (ML), обработки естественного языка (NLP), глубокого обучения (DL)</li> <li>Отличные знания математической статистики и основ A/B-тестирования</li> <li>Знание библиотек и фреймворков: pandas, pyspark, catboost, pytorch, tensorflow, langchain/langgraph</li> <li>Приветствуется опыт вывода моделей в промышленную эксплуатацию</li> <li>Навыки работы с генеративными AI-моделями</li> <li>Опыт создания AI-агентов и использования их в работе будет преимуществом.</li> </ul><h3><strong>Условия</strong></h3> <ul> <li>комфортный современный офис рядом с м. Кутузовская (для офиса Кутузовский 32)</li> <li>ежегодный пересмотр зарплаты, годовая премия</li> <li>корпоративный спортзал и зоны отдыха</li> <li>более 400 образовательных программ СберУниверситета для профессионального и карьерного развития</li> <li>программа адаптации и помощь руководителя на старте</li> <li>расширенный ДМС, льготное страхование для семьи и корпоративная пенсионная программа</li> <li>ипотека выгоднее до 4% для каждого сотрудника</li> <li>бесплатная подписка СберПрайм+, скидки на продукты компаний-партнеров</li> <li>вознаграждение за рекомендацию друзей в команду Сбера/</li> </ul>",,,[],2025-06-24T18:09:00+0300
118344620,Data Scientist,,,,От 3 до 6 лет,Удаленная работа,Полная занятость,"<p><strong>IT-подразделение IEK GROUP ищет коллегу в распределенную команду разработки аналитических систем, которому было бы интересно вместе с нами развивать data-driven подход в IEK GROUP. Многое уже сделано, построено Хранилище данных (SQL SERVER EE 2019), создан портал бизнес-аналитики (SharePoint), бизнес &quot;вошел во вкус&quot; и активно использует OLAP и POWER BI.</strong></p> <p><strong>Данные для подобной аналитики приходится собирать в различных системах - 1С, WMS,CRM ... Мы плотно интегрированы с партнёрами нашей компании, поэтому обмен данных у нас не только внутренний, но и с внешними контрагентами.</strong></p> <p><strong>Мы предлагаем новые подходы к данным, разрабатываем различные ML- сервисы, которые помогают стать компании более эффективной. Уже реализована собственная система прогнозирования спроса, управления эластичностью цен и т.д. Работа построена в основном на принципах Agile, с MVP и желанием сделать хороший и полезный продукт! Работаем в Azur DevOps GIT.</strong></p> <p><strong>Итак, вливаясь к нам в команду Вам предстоит:</strong></p> <ul> <li>Сбор, анализ, предобработка текстовых данных для работы языковых моделей</li> <li>Разработка пайплайнов для обработки больших корпусов текстовых данных</li> <li>Разработка решений на основе (LLM,RAG,Agents)</li> <li>Стек: git, docker, python, transformers, openai, langchain, qdrant, postgresql, airflow.</li> </ul> <strong>Что ждём от Вас:</strong> <ul> <li>Реализованные кейсы в области языковых моделей</li> <li>Уверенные знания Python, основных библиотек для работы с данными</li> <li>Знание библиотек для обработки текста и работы с языковыми моделями (transformers, openai)</li> <li>Опыт работы с одним из фреймворков langchain, lamaindex</li> <li>Опыт работы с векторными БД.</li> </ul> <strong>Что предлагаем:</strong> <ul> <li>Удаленный график работы</li> <li>Рабочий день с 09:00 до 17:30 (мскв)</li> <li>Достойный уровень дохода (зависит от профессиональных компетенций)</li> <li>Социальный пакет: ДМС, дополнительные отпускные дни, бесплатные оздоровительные/спортивные мероприятия</li> <li> <p>Правительственные льготы – мы аккредитованная IT-компания</p> </li> <li>Комфортная, доброжелательная рабочая атмосфера</li> <li>Корпоративные традиции и праздники, коллективные мотивационные программы</li> <li>Офис: 10-15 минут от м. &quot;Бульвар Дмитрия Донского&quot; на корпоративном транспорте (г. Щербинка).</li> </ul>",,,"['SQL', 'Python', 'Olap (online analytical processing)', 'Аналитическое мышление', 'MS SQL']",2025-06-24T11:46:49+0300
120647157,Data Scientist LLM (GMMC),,,,От 1 года до 3 лет,Полный день,Полная занятость,"Трайб <strong>GMMC</strong> создаёт и продвигает цифровую экосистему для глобальных рынков от валютных операций до торговли драгметаллами. <p> </p> <p><em>Мы ставим перед собой задачу создать и внедрить в работу эффективные <strong>AI решения</strong>, которые будут выполнять часть задач владельцев продуктов «валюта и драгоценные металлы». Мы верим, что AI — это инструмент, который усиливает наш интеллект и помогает нам делать жизнь легче и лучше.</em></p> <p>В связи с этим ищем Data Scientist, который поможет нам поработать над этим крутым проектом.</p> <p><strong>Чем предстоит заниматься:</strong></p> <p> </p> <ul> <li>Реализация AI агентов;</li> <li>Построение пайплайна обработки данных (LLM цепочек);</li> <li>Разработка векторизованных баз знаний с использованием LangChain, ChromaDB;</li> <li>Тестирование, анализ и ранжирование сильных и слабых сторон различных AI решений и конкретного решения;</li> <li>Организация процесса мониторинга качества работы AI агентов;</li> <li>Участие в формировании требований и необходимых данных для улучшения AI решений.</li> </ul> <p><strong>Ты идеальный кандидат, если у тебя есть:</strong></p> <p> </p> <ul> <li>Опыт работы в роли <strong>Data Scientist LLM от 1,5-2-х лет</strong>;</li> <li>Знание <strong>Python</strong> на уровне middle-разработчика;</li> <li>Опыт анализа и обработки данных (numpy/pandas), визуализация (matplotlib, seaborn, plotly);</li> <li>Опыт работы с БД;</li> <li>Опыт создания AI агентов (не обязательно промышленное внедрение, достаточно опыта полученного в процессе обучения);</li> <li>Опыт работы с Docker.</li> </ul> <p><strong>​Мы предлагаем:</strong></p> <ul> <li>Работу в аккредитованной ИТ компании (актуально для всех действующих владельцев IT-ипотеки);</li> <li>Офис: г. Москва, ул. Вавилова 19, далее гибридный график по согласованию с руководителем;</li> <li>Корпоративная техника;</li> <li>Заботу о здоровье: у нас есть ДМС и специальные условия для страхования семьи, стоматологии и ведения беременности;</li> <li>Программу адаптации: с первого дня работы простыми словами узнаешь о компании, коллегах, и что от тебя ждут в ближайшие три месяца;</li> <li>IT отсрочку от срочной службы;</li> <li>Скидки на продукты и услуги системы СБЕР.</li> </ul> <p><strong>Почему у нас классно работать:</strong></p> <ul> <li>Большие планы: мы растем и развиваем все наши продукты в вертикали Группы Сбера, чтобы стать лидерами российского электронного документооборота;</li> <li>Большинство HR-процессов автоматизировано через КЭДО - все оперативно и просто;</li> <li>Непрерывные улучшения: используем новые идеи, методы и технологии. Адаптируем их под наши процессы;</li> <li>Развитие: у нас есть корпоративный портал для обучения – изучай онлайн то, что тебе нравится;</li> <li>Есть возможность расти внутри структуры текущей команды, или в других подразделениях.</li> </ul>",,,['Python'],2025-06-23T11:57:40+0300
121841593,Data scientist (аудитор),160000.0,,RUR,От 1 года до 3 лет,Полный день,Полная занятость,"<p>Мы ищем опытного аудитора на направление аудита моделей и Data Science. Вам предстоит присоединиться к команде экспертов, занимающихся оценкой и улучшением моделей машинного обучения и данных, чтобы гарантировать их соответствие высоким стандартам и бизнес-целям.</p><h3><strong>Обязанности</strong></h3> <ul> <li>проведение аудиторских проверок статистических, ML моделей, автоматизированных алгоритмов</li> <li>диагностирование и поиск проблем в банковских процессах, автоматизированных решениях (моделях, алгоритмах)</li> <li>подготовка отчетов по результатам аудиторских проверок</li> <li>проведение валидационных тестов</li> <li>внедрение инновационных технологий и методов аудита</li> </ul><h3><strong>Требования</strong></h3> <ul> <li>развитые навыки работы с инструментами для анализа данных: Pandas, Numpy, Seaborn, Matplotlib и т.д</li> <li>знание корреляционного анализа, основ статистического анализа данных</li> <li>знание концепции машинного обучения, различных метрик, ошибок 1 и 2 рода</li> <li>понимание особенностей алгоритмов: линейной регрессии и классификации, логистической регрессии, деревьев принятия решений, ансамблей алгоритмов, различных нейронных сетей (полносвязных, сверточных, рекуррентных и т.д.)</li> <li>опыт проведения валидационных тестов</li> <li>опыт разработки, обучения и применения для решения прикладных задач алгоритмов машинного обучения и нейронных сетей приветствуется</li> <li>навыки работы с фреймворками Pytorch, TensorFlow приветствуются</li> <li>аналитический склад ума, ответственность, быстрая обучаемость, стрессоустойчивость, коммуникабельность, готовность работать в условиях ограниченного времени</li> <li>опыт работы в области аудита, анализа данных приветствуется</li> <li>умение работать в режиме многозадачности</li> <li>навыки работы с генеративными AI-моделями; опыт создания AI-агентов и использования их в работе будет преимуществом</li> <li>опыт использования GigaChat, Kandinsky и аналогов в продуктах, навыки создания и использования AI-агентов</li> <li>инструментальное владение AI для анализа, генерации и автоматизации</li> </ul><h3><strong>Условия</strong></h3> <ul> <li>трудоустройство согласно ТК РФ</li> <li>оплата складывается из оклада и годовой премии</li> <li>гибкий дисконт по ипотечному кредиту, равный 1/3 ключевой ставки ЦБ</li> <li>льготные условия кредитования</li> <li>ДМС с первого дня и льготное страхование для близких</li> <li>бесплатная подписка СберПрайм+, скидки на продукты компаний-партнеров</li> <li>корпоративная пенсионная программа</li> <li>обучение за счет компании: онлайн курсы в Виртуальной школе Сбера, возможность получить новую квалификацию</li> <li>курсы для будущих родителей, материальная поддержка молодых мам, детский отдых и подарки за счет компании</li> <li>реферальная программа для сотрудников: можно пригласить в команду знакомых профессионалов и получить вознаграждение.</li> </ul>",,,[],2025-06-19T14:09:00+0300
